,accrual_date,maturity_date,interest_payment_freuency,original_coupon_rate,nominal_value,accrual_compounding_method,business_day_convention_code
34593,2021-07-15,2026-07-01,1,1.9400000,500.000000,6,5
34594,2018-07-23,2028-07-24,3,2.9550000,1000000.000000,null,5
34595,null,null,1,null,1000.000000,6,5
34596,2016-07-22,2026-07-22,1,2.0500000,1000.000000,6,3
34597,2016-06-28,2036-06-28,3,1.3000000,100000.000000,null,3
34598,2021-11-02,2022-07-31,36,2.4800000,100.000000,null,5
34599,null,2022-03-25,null,null,null,null,null
34600,2018-07-30,2025-07-30,3,4.0000000,100000.000000,null,5
34601,2020-03-18,2022-03-18,2,0.8500000,1000.000000,4,5
34602,2019-10-04,2022-10-04,5,1.6950000,10000.000000,null,5
34603,2015-07-14,2025-07-14,5,null,1.000000,null,5
34604,2021-06-30,2024-07-03,3,3.6000000,1000.000000,null,5
34605,2016-01-20,2028-01-20,1,4.1500000,1000.000000,null,5
34606,null,2022-09-15,null,0.0000000,null,null,null
34607,2021-08-16,2022-05-18,2,9.4800000,null,null,5
34608,null,2022-05-27,null,null,null,null,null
34609,null,2023-07-27,null,0.0000000,null,null,null
34610,2021-01-29,2027-01-29,5,null,1000.000000,null,2
34611,null,null,1,null,1000.000000,6,5
34612,null,null,null,null,null,null,null
34613,null,2027-03-04,null,0.0000000,1000.000000,null,null
34614,2016-07-29,2016-08-31,null,null,null,null,null
34615,2018-08-08,2030-08-09,1,null,null,null,5
34616,2021-09-01,2022-09-01,5,2.5000000,null,null,5
34617,null,2034-01-03,null,0.0000000,1000.000000,null,null
34618,null,2018-10-31,null,21.8600000,null,null,null
34619,2016-07-15,2026-07-15,1,2.1000000,1000.000000,6,3
34620,null,2022-03-25,null,null,null,null,null
34621,null,2030-05-29,null,0.0000000,null,null,null
34622,null,2100-12-30,null,0.0000000,null,null,null
34623,2020-09-22,2025-09-22,1,0.5150000,1000.000000,6,5
34624,null,null,1,null,1000.000000,6,5
34625,2021-07-26,2024-07-26,5,2.4000000,null,null,5
34626,2018-07-27,2026-03-27,1,0.0960000,10000000.000000,null,4
34627,null,2022-08-01,null,null,null,null,null
34628,null,2022-07-05,5,20.0000000,null,null,null
34629,2018-08-14,2023-08-14,3,null,100.000000,null,5
34630,null,2022-05-02,null,0.0000000,1000.000000,null,null
34631,2021-01-29,2022-03-21,36,7.7500000,1000.000000,null,5
34632,null,null,1,null,1000.000000,6,5
34633,null,2023-06-23,null,0.0000000,null,null,null
34634,2021-07-20,2024-07-22,5,2.9100000,null,null,5
34635,null,2022-12-07,null,0.0000000,1000.000000,null,null
34636,null,null,1,null,1000.000000,6,5
34637,null,2022-04-22,null,0.0000000,1000.000000,null,null
34638,null,2022-09-27,null,0.0000000,null,null,null
34639,null,2022-10-02,5,7.0000000,null,null,null
34640,null,2023-11-27,null,0.0000000,null,null,null
34641,2016-06-15,2026-06-15,1,3.4800000,250000.000000,null,5
34642,null,2024-09-02,null,null,null,null,null
34643,null,null,1,null,1000.000000,6,5
34644,null,2022-03-25,null,null,null,null,null
34645,null,2022-09-09,null,0.0000000,10000.000000,null,null
34646,null,null,1,null,1000.000000,6,5
34647,null,2100-12-30,null,0.0000000,null,null,null
34648,2020-03-02,2030-05-15,3,7.4100000,1000000.000000,null,5
34649,2020-03-18,2023-03-20,1,null,null,null,5
34650,null,2022-05-16,null,null,null,null,null
34651,2018-08-31,2022-08-31,3,null,100.000000,null,5
34652,2020-03-16,2025-03-17,3,19.4000000,null,null,5
34653,null,2022-08-01,null,null,null,null,null
34654,2020-03-17,2027-03-17,5,0.0000000,100000.000000,null,2
34655,2020-03-25,2022-03-25,5,5.2000000,null,null,5
34656,null,2100-12-30,null,0.0000000,null,null,null
34657,null,2025-01-20,null,0.0000000,null,null,null
34658,2018-08-02,2060-10-25,5,null,null,null,5
34659,null,2022-05-23,null,0.0000000,1000.000000,null,null
34660,null,2100-12-30,null,0.0000000,null,null,null
34661,2016-08-09,2027-08-09,5,1.5000000,100.000000,null,2
34662,null,null,1,null,1000.000000,6,5
34663,null,null,1,null,1000.000000,6,5
34664,null,null,1,null,1000.000000,6,5
34665,2020-03-23,2025-03-24,3,null,null,null,5
34666,2021-09-13,2023-09-13,2,3.0000000,null,null,5
34667,2021-08-06,2027-09-07,3,null,null,null,null
34668,null,2023-11-08,null,null,null,null,null
34669,null,2018-10-01,2,15.0000000,null,null,null
34670,null,null,1,null,1000.000000,6,5
34671,2021-07-02,2022-09-29,5,6.7844000,null,null,null
34672,2018-08-02,2024-08-02,1,null,1000.000000,null,5
34673,null,2022-10-02,5,1.0000000,null,null,null
34674,2020-10-29,2025-10-29,1,4.2000000,1000.000000,6,5
34675,2018-07-20,2023-12-20,5,2.8450000,10000.000000,null,5
34676,2021-11-22,2024-11-22,5,2.9230000,null,null,5
34677,2019-08-29,2025-08-29,3,0.0000000,1000.000000,1,5
34678,null,2100-12-30,null,0.0000000,null,null,null
34679,null,2043-02-12,null,0.0000000,null,null,null
34680,null,2023-09-07,null,null,null,null,null
34681,2018-02-28,2023-02-28,36,0.0000000,1000.000000,6,2
34682,null,null,1,null,1000.000000,6,3
34683,2018-09-14,2023-09-12,1,2.8750000,1000.000000,6,5
34684,2021-11-16,2022-07-20,2,8.0004000,null,null,5
34685,2018-08-06,2022-08-06,5,0.0000000,1000.000000,null,2
34686,null,2100-12-30,null,0.0000000,null,null,null
34687,null,2023-11-13,null,null,null,null,null
34688,2021-08-31,2022-03-02,2,8.0000000,null,null,5
34689,null,2022-08-03,null,0.0000000,1000.000000,null,null
34690,null,2024-06-28,null,null,null,null,null
34691,2018-07-27,2022-07-27,3,null,1000.000000,null,null
34692,2020-10-28,2028-07-28,1,1.0000000,1000.000000,6,5
34693,2016-07-13,2026-07-13,1,1.8000000,1000000.000000,null,5
34694,null,2022-06-06,null,0.0000000,1000.000000,null,null
34695,2020-03-16,2022-03-18,5,11.5000000,null,null,5
34696,null,2100-12-30,null,0.0000000,null,null,null
34697,2020-04-29,2034-05-25,5,null,null,null,5
34698,null,2022-03-15,null,null,null,null,null
34699,null,2023-05-15,null,null,null,null,null
34700,null,null,1,null,1000.000000,6,5
34701,null,null,1,null,1000.000000,6,5
34702,2018-07-31,2025-07-31,1,4.0000000,1000000.000000,null,2
34703,null,2023-07-25,null,0.0000000,null,null,null
34704,null,null,1,null,1000.000000,6,5
34705,null,null,1,null,1000.000000,6,5
34706,2011-09-07,2026-09-07,3,3.7000000,1000000.000000,null,5
34707,null,2022-06-24,null,0.0000000,null,null,null
34708,null,2022-10-13,5,12.0000000,null,null,null
34709,null,2022-05-16,null,null,null,null,null
34710,2020-03-16,2023-03-16,5,9.7000000,null,null,5
34711,null,2023-03-27,null,7.4900000,null,null,null
34712,2016-07-29,2028-07-29,5,4.0000000,1000.000000,5,5
34713,2020-03-26,2025-03-27,5,null,null,null,5
34714,2020-08-27,2025-05-27,1,0.6000000,1000.000000,6,5
34715,null,2100-12-30,null,0.0000000,null,null,null
34716,2016-07-14,2030-10-20,1,8.5000000,1000.000000,null,5
34717,null,2100-12-30,null,0.0000000,null,null,null
34718,null,2023-07-05,5,4.9000000,null,null,null
34719,2018-07-27,2023-07-27,1,0.0300000,10000.000000,null,4
34720,null,2050-08-04,null,0.0000000,null,null,null
34721,null,2050-12-31,null,0.0000000,null,null,null
34722,2016-07-27,2046-07-27,1,3.3000000,100000000.000000,null,2
34723,null,2100-12-30,null,0.0000000,null,null,null
34724,null,2022-03-25,null,0.0000000,null,null,null
34725,null,2022-08-08,null,0.0000000,null,null,null
34726,null,2023-08-31,null,0.0000000,1000.000000,null,null
34727,2021-12-01,2022-04-05,2,null,null,null,null
34728,null,2022-08-22,null,null,null,null,null
34729,null,2027-03-04,null,0.0000000,1000.000000,null,null
34730,2020-03-10,2025-03-10,3,3.3800000,100.000000,null,5
34731,2020-08-28,2030-08-28,1,1.1000000,1000.000000,6,5
34732,null,null,null,null,null,null,null
34733,2021-07-14,2022-07-15,2,null,null,null,5
34734,null,2022-03-16,5,null,null,null,null
34735,2020-03-27,2035-03-27,1,1.2000000,null,null,5
34736,null,null,1,null,1000.000000,6,5
34737,null,2022-11-25,5,null,null,null,null
34738,null,2026-08-17,null,null,null,null,null
34739,2020-03-26,2038-12-21,1,null,null,null,5
34740,null,2023-06-26,null,null,null,null,null
34741,2021-11-19,2022-06-23,36,3.0000000,1000.000000,null,5
34742,2018-08-07,2023-08-07,5,5.0000000,null,null,5
34743,null,2021-06-18,null,0.0000000,null,null,null
34744,2020-03-26,2030-01-07,1,null,null,null,5
34745,null,2022-08-10,null,0.0000000,1000.000000,null,null
34746,2018-08-09,2031-03-25,null,null,null,null,null
34747,2018-08-02,2023-08-02,1,3.3000000,1000.000000,6,3
34748,2021-01-29,2022-03-21,36,4.5000000,1000.000000,null,5
34749,2007-09-10,2037-09-11,3,null,50000000.000000,null,2
34750,2020-03-23,2022-03-23,5,null,null,null,5
34751,null,2022-07-05,1,6.0700000,null,null,null
34752,null,2022-08-22,null,null,null,null,null
34753,null,2022-06-24,null,0.0000000,null,null,null
34754,2018-08-06,2023-08-28,3,9.6500000,1000.000000,null,5
34755,null,2025-05-30,null,0.0000000,1000.000000,null,null
34756,2021-11-22,2022-08-25,2,1.8083000,null,null,5
34757,null,2023-09-30,null,0.0000000,1000.000000,null,null
34758,2020-08-11,2023-08-11,1,0.3750000,1000.000000,6,5
34759,2021-12-01,2022-12-01,2,44.9500000,null,null,5
34760,2021-01-31,2026-01-31,36,1.0500000,10000.000000,1,4
34761,2021-08-11,2022-08-18,5,19.1000000,null,null,5
34762,2016-07-20,2016-09-12,36,6.5100000,null,null,null
34763,null,2024-07-29,null,0.0000000,null,null,null
34764,2021-07-15,2022-07-01,36,0.3300000,5000.000000,1,5
34765,null,2022-08-10,null,null,null,null,null
34766,2016-07-21,2026-07-21,1,3.0100000,1000000.000000,null,2
34767,2020-05-05,2022-04-29,5,0.0000000,1000.000000,5,5
34768,2020-08-26,2025-08-26,1,0.5200000,1000.000000,6,5
34769,null,2022-05-25,null,null,null,null,null
34770,2020-10-27,2028-10-27,1,1.0000000,1000.000000,6,5
34771,null,2026-03-23,null,0.0000000,null,null,null
34772,null,2022-03-17,5,null,null,null,null
34773,null,2023-06-23,null,0.0000000,null,null,null
34774,2020-04-08,2025-12-30,1,4.2000000,null,null,5
34775,null,null,1,null,1000.000000,6,5
34776,2019-10-11,2029-12-20,1,null,1000.000000,null,5
34777,null,2022-06-20,null,7.0200000,null,null,null
34778,null,2022-03-31,null,null,null,null,null
34779,2021-11-17,2022-05-18,36,0.0400000,1000.000000,6,5
34780,null,2023-08-31,null,0.0000000,1000.000000,null,null
34781,null,2030-03-18,null,null,null,null,null
34782,2021-07-09,2024-07-12,1,10.0000000,null,null,5
34783,2020-03-30,2025-03-04,1,0.4600000,10000000.000000,null,5
34784,null,2022-06-21,null,0.0000000,null,null,null
34785,2018-08-09,2023-08-10,null,null,null,null,null
34786,2020-03-25,2023-04-12,5,11.5700000,null,null,5
34787,null,2022-08-22,null,null,null,null,null
34788,2020-08-28,2023-08-28,1,0.3300000,1000.000000,6,5
34789,2021-07-09,2023-07-12,5,4.5000000,null,null,5
34790,2005-05-24,2035-05-25,null,null,null,null,null
34791,null,2023-06-10,null,15.3500000,null,null,null
34792,2021-07-12,2023-01-12,2,20.0000000,null,null,5
34793,null,2022-03-25,null,0.0000000,null,null,null
34794,2021-08-17,2022-08-17,5,null,null,null,null
34795,null,2022-05-24,null,0.0000000,50000.000000,null,null
34796,null,null,1,null,1000.000000,6,3
34797,null,2023-06-19,null,8.2800000,null,null,null
34798,null,2024-01-31,null,0.0000000,1000.000000,null,null
34799,null,2022-05-26,null,null,null,null,null
34800,2021-07-01,2022-07-01,5,5.0000000,null,null,null
34801,null,2022-10-06,null,0.0000000,null,null,null
34802,null,null,1,null,1000.000000,6,5
34803,null,2022-06-25,null,0.0000000,1000.000000,null,null
34804,null,null,5,0.0000000,1000.000000,5,2
34805,2021-07-14,2023-07-18,2,5.4100000,null,null,5
34806,null,2023-06-23,null,0.0000000,null,null,null
34807,2016-07-20,2016-10-07,36,8.6300000,null,null,null
34808,2020-03-18,2025-03-18,5,4.6000000,null,null,5
34809,2001-01-01,2025-12-31,1,7.0000000,null,null,null
34810,2018-08-08,2022-08-08,5,0.0000000,1000.000000,null,2
34811,null,2022-10-10,null,null,null,null,null
34812,null,2026-03-17,null,0.0000000,null,null,null
34813,null,2031-06-30,null,null,null,null,null
34814,null,null,1,null,1000.000000,6,3
34815,null,null,5,0.0000000,1000.000000,5,2
34816,null,null,1,null,1000.000000,6,5
34817,2020-12-31,2025-12-31,5,6.6300000,1000000.000000,null,5
34818,null,2100-12-30,null,0.0000000,null,null,null
34819,2016-07-14,2026-07-14,3,0.2500000,1000.000000,null,5
34820,null,2022-03-08,null,0.0000000,null,null,null
34821,2021-11-24,2022-03-29,2,18.2400000,null,null,5
34822,2021-07-09,2023-07-10,5,null,null,null,5
34823,null,2022-08-12,null,null,null,null,null
34824,null,2028-06-27,null,0.0000000,null,null,null
34825,2007-09-27,2037-09-28,1,14.0000000,25000000.000000,null,null
34826,null,null,null,null,null,null,null
34827,null,2027-03-17,null,0.0000000,100.000000,null,null
34828,2017-11-27,null,null,6.2500000,null,null,null
34829,null,2022-05-27,null,null,null,null,null
34830,2020-04-29,2034-05-25,5,null,null,null,5
34831,null,2022-06-07,null,0.0000000,null,null,null
34832,null,null,5,0.0000000,1000.000000,5,2
34833,null,2023-08-14,null,9.3900000,null,null,null
34834,null,2022-06-21,1,8.1800000,10000.000000,null,5
34835,null,null,1,null,1000.000000,6,3
34836,2020-08-27,2024-11-27,1,0.4500000,1000.000000,6,5
34837,2021-08-11,2022-07-05,36,null,1.000000,null,2
34838,null,2023-01-05,5,9.8500000,null,null,null
34839,null,null,5,0.0000000,1000.000000,5,2
34840,2018-08-03,2023-12-30,1,3.2500000,null,null,5
34841,2021-01-11,2031-01-10,3,0.0100000,1000.000000,null,5
34842,null,2023-06-23,null,null,null,null,null
34843,null,2022-06-01,null,0.0000000,null,null,null
34844,null,2022-10-10,5,4.5000000,null,null,null
34845,null,2026-12-04,null,0.0000000,100.000000,null,null
34846,2020-10-29,2026-04-29,1,0.6500000,1000.000000,6,5
34847,2016-07-25,2016-11-01,2,8.0000000,null,null,5
34848,null,2022-11-24,2,null,null,null,null
34849,2021-11-22,2022-11-22,2,7.0000000,null,null,5
34850,null,2022-08-11,null,null,null,null,null
34851,null,2022-05-26,null,null,null,null,null
34852,null,2100-12-30,null,0.0000000,null,null,null
34853,null,2022-03-08,null,0.0000000,null,null,null
34854,null,2025-06-23,null,null,null,null,null
34855,null,null,1,null,1000.000000,6,3
34856,2018-08-06,2023-08-07,3,null,2000.000000,null,2
34857,2019-11-22,2024-11-22,null,null,null,null,null
34858,2020-09-03,2024-06-03,1,0.2500000,1000.000000,6,5
34859,2016-08-04,2036-08-05,1,1.0300000,100000000.000000,null,5
34860,2016-07-19,2023-07-11,3,1.0800000,100000.000000,null,5
34861,2021-11-24,2022-11-25,36,12.5000000,1000.000000,null,5
34862,2018-07-27,2033-07-27,1,0.8710000,100000000.000000,null,2
34863,null,2018-10-26,36,5.0000000,null,null,null
34864,2020-03-20,2024-03-20,1,0.9500000,1000.000000,6,5
34865,2020-03-20,2025-03-27,1,0.0000000,null,null,5
34866,null,null,1,null,1000.000000,6,5
34867,null,null,1,null,1000.000000,6,3
34868,2016-07-26,2017-08-02,2,12.0000000,null,null,5
34869,2021-07-01,2051-07-01,36,3.5400000,25.000000,6,2
34870,null,2022-07-05,null,null,null,null,null
34871,null,2022-05-26,null,null,null,null,null
34872,2019-10-18,2029-09-20,1,0.0500000,10000.000000,null,4
34873,null,2041-02-22,null,0.0000000,100.000000,null,null
34874,null,2022-03-07,null,null,null,null,null
34875,2021-07-08,2023-01-11,5,13.0000000,null,null,5
34876,null,2046-07-25,null,0.0000000,200000000.000000,null,null
34877,2021-07-06,2022-07-11,5,8.8600000,null,null,null
34878,null,null,5,0.0000000,1000.000000,5,2
34879,null,2022-11-30,null,0.0000000,1000.000000,null,null
34880,null,2022-12-20,null,0.0000000,null,null,null
34881,2016-07-21,2026-07-21,1,1.8750000,2000.000000,null,5
34882,null,2022-08-11,null,null,null,null,null
34883,2021-08-26,2022-08-30,2,8.0004000,null,null,5
34884,2016-06-23,2026-06-23,1,8.1900000,10000.000000,null,5
34885,null,2022-05-13,null,0.0000000,null,null,null
34886,null,2022-10-13,null,0.0000000,null,null,null
34887,null,2023-01-05,5,6.5000000,null,null,null
34888,null,null,1,null,1000.000000,6,5
34889,null,null,1,null,1000.000000,6,3
34890,2020-03-10,2023-03-10,3,5.2300000,100.000000,null,5
34891,null,2100-12-30,null,0.0000000,null,null,null
34892,2019-10-24,2025-10-24,1,null,1000.000000,null,5
34893,null,2023-01-09,5,9.1500000,null,null,null
34894,2021-06-29,2025-06-29,3,6.1000000,1000.000000,null,5
34895,null,null,1,null,1000.000000,6,3
34896,2021-01-31,2026-01-31,36,1.0500000,10000.000000,1,4
34897,null,2019-04-30,1,5.0100000,null,null,null
34898,null,2022-08-26,null,0.0000000,null,null,null
34899,null,null,1,null,1000.000000,6,5
34900,null,2022-08-22,null,null,null,null,null
34901,2021-09-01,2022-09-01,2,10.0000000,null,null,5
34902,2016-07-26,2016-08-26,null,null,null,null,null
34903,null,null,1,null,1000.000000,6,5
34904,2021-12-08,2022-06-15,2,9.9996000,null,null,5
34905,2016-07-22,2031-07-22,2,30.0000000,null,null,5
34906,2013-07-05,2025-07-05,5,null,10000.000000,null,2
34907,null,2100-12-30,null,0.0000000,null,null,null
34908,null,2026-08-17,null,null,null,null,null
34909,2020-03-17,null,null,6.8000000,null,null,null
34910,null,2022-03-08,null,0.0000000,null,null,null
34911,2020-03-18,2040-03-18,2,1.4100000,null,null,5
34912,null,null,1,null,1000.000000,6,3
34913,2018-08-01,2028-08-01,1,3.6250000,1000.000000,6,5
34914,null,2026-08-17,null,null,null,null,null
34915,null,null,1,null,1000.000000,6,5
34916,null,2022-07-01,1,2.4111000,null,null,null
34917,null,null,5,0.0000000,1000.000000,5,2
34918,null,2022-07-29,null,0.0000000,null,null,null
34919,2018-08-15,2023-08-15,5,2.5000000,null,null,5
34920,null,null,1,null,1000.000000,6,5
34921,2021-12-02,2022-06-07,2,1.4042000,null,null,5
34922,null,2026-11-15,null,0.0000000,1000.000000,null,null
34923,null,null,1,null,1000.000000,6,3
34924,null,2100-12-30,null,0.0000000,null,null,null
34925,null,2028-08-31,null,0.0000000,null,null,null
34926,2016-07-20,2016-10-07,36,6.5500000,null,null,null
34927,2021-08-26,2022-03-02,2,8.0004000,null,null,5
34928,null,2100-12-30,null,0.0000000,null,null,null
34929,2022-03-14,2023-02-15,36,3.5500000,null,null,5
34930,2019-10-14,2024-10-14,5,0.0000000,100000.000000,null,2
34931,null,2022-07-01,2,5.0000000,null,null,null
34932,null,2022-08-12,null,null,null,null,null
34933,2021-07-06,2023-07-06,5,null,null,null,null
34934,null,null,1,null,1000.000000,6,3
34935,2018-07-26,2023-08-07,5,null,null,null,5
34936,2020-03-13,2023-03-13,3,3.4900000,100.000000,null,5
34937,2018-11-16,2023-11-15,2,10.1900000,100.000000,4,5
34938,null,2022-05-25,null,0.0000000,100000.000000,null,null
34939,null,null,1,null,1000.000000,6,5
34940,null,null,1,null,1000.000000,6,5
34941,2016-07-25,2017-02-01,2,10.6200000,null,null,3
34942,2021-08-23,2024-02-23,5,null,null,null,null
34943,null,2019-07-31,1,5.2900000,null,null,null
34944,null,2026-06-30,1,8.1400000,10000.000000,null,5
34945,null,2022-11-24,null,0.0000000,null,null,null
34946,null,2022-03-08,null,0.0000000,null,null,null
34947,null,2026-08-17,null,null,null,null,null
34948,2021-11-24,2025-11-24,3,3.0000000,1000.000000,null,5
34949,null,2023-06-30,null,null,null,null,null
34950,null,null,1,null,1000.000000,6,5
34951,null,2022-07-04,36,4.5700000,null,null,null
34952,null,null,1,null,1000.000000,6,3
34953,2021-12-09,2022-06-13,null,6.0000000,null,null,5
34954,2021-08-16,2023-08-17,5,10.1000000,null,null,5
34955,null,2022-08-12,null,null,null,null,null
34956,null,2043-07-01,null,0.0000000,125000.000000,null,null
34957,null,2018-12-03,5,33.8400000,null,null,null
34958,null,2100-12-30,null,0.0000000,null,null,null
34959,2020-01-15,2025-01-15,1,0.0500000,10000.000000,null,5
34960,null,null,1,null,1000.000000,6,5
34961,null,2100-12-30,null,0.0000000,null,null,null
34962,null,2031-08-28,null,0.0000000,null,null,null
34963,null,null,1,null,1000.000000,6,3
34964,2010-03-31,2025-03-31,5,0.0000000,1000.000000,5,2
34965,null,null,1,null,1000.000000,6,5
34966,null,2024-03-31,null,0.0000000,1000.000000,null,null
